title,url,stars,text
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Great atmosphere from the first moment  Friendly welcoming staff. Food was fresh and delicious.  Drinks were cold and good value.
Commentary and cruise was very relaxing and informative.  I would definitely put this on the must do for Darwin"
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,1,"I am certain that your cruises are exceptional, but why would you obstruct the view of the sunset from the primary Cable beach viewing point? There are numerous individuals on the beach; therefore, I kindly request that you move slightly to the side of the main viewing platform for the benefit of others."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,Great food. Wonderful friendly staff.
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Great experience. All aspects of the cruise, greeting,dinner, commentary, good value for money.
Would certainly recommend."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Booking of 6 for a birthday celebration. Service, food, crew all fantastic. Would highly recommend."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,1,"Trying to eat dinner at the wharf (lovely btw), spirit of Darwin boat pulls up right in front of every table, starts throwing slices of white bread into the water. No fish even coming up, just polluted the water with white bread  which is so bad for fish and bird life alike. BOO 👎"
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,Territory Day Sunset and Fireworks Cruise…..what a ripper trip.  Friendly staff that made sure everyone was taken care off.  Excellent 3 course meal and drinks at the bar.  Highly recommend.  Michelle and crew did a top job and the captain’s commentary filled in all the missing details
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Highly recommend the Spirit of Darwin sunset cruise as must when visiting Darwin. A great way to spend the evening cruising around the harbour, while enjoying the sunset. Thank you Michelle, Darren and the rest of the crew. 🚢🌅 ⚓️"
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,3,Trip was cancelled by the provider. Did get 24 hrs notice; promised a refund.
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,1,"Four of us booked and paid for this cruise. We booked another tour for the following day but it had to be bought forward to same day as the cruise. Although the day tour was supposed to be finished by 3pm it didn’t finish until 5pm. We called Darwin Sunset Cruises to change it to any of the next 5 days, NOT asking for a refund but just to defer.
Apparently you need to give 72 hours notice which we couldn’t do. There was no compassion or any other option but just NO NO NO!
It could have been a great cruise but after losing $600 it left a bitter taste in my mouth."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,4,Toller Trip... sehr empfehlenswert. Ob mit Dinner oder nur mit der Snack-Option auf dem Oberdeck. Die Preise für Getränke sind gut. Wir haben uns direkt für eine Flasche Wein entschieden. Das Schiff ist in guten Zustand und der Service war super.
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,A great experience with great hosts and great food. A well recommended evening cruise.
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Must do. Lovely staff, informative and good food."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"What a fantastic experience. From our first call to arrange a large group to the dinner cruise. Service was nothing short of excellent, food delicious. Thank you Michelle and all of the staff for making our night wonderful. I would recommend."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"We recently experienced an unforgettable sunset cruise with Spirit of Darwin Cruises for the day after our wedding with all our friends and family. It was nothing short of spectacular and all our family and friends loved it. From the moment we stepped aboard, we were greeted with warm hospitality and exceptional service.

The boat itself was pristine, comfortable, and spacious, providing ample room for everyone to relax and enjoy the journey.

The booking process and communication with Michelle was excellent, even offering advice and recommendations we hadn’t thought of.

We highly recommend Spirit of Darwin for your private events or to join for any sunset cruised"
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,We had the best experience on this cruise. Staff were friendly and the 3 course meal was excellent. Sunset was spectacular even though there was cloud. Wonderful tour thoughly recommend.
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"What an amazing experience! Highly recommend this tour, Family run business with alot of knowledge on local areas. Good old fashion customer service and a friendly smile from everyone. Food was great and was offered to go back for thirds or fourths if needed as well."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Awsome experience highly recommend
So friendly worth every cent"
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Wonderful night with family and friends.
The cruise, the food, the service and the whole experience was awesome."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,2,"Lost opportunity for something special.  I was solo and promptly placed at the back in the corner table for one.  Lots of opportunities for other seating.

First course was basically cheese biscuits and a shop brought dip which was disappointing.  The main buffet was very nice but very average, nothing outstanding. But there was plenty.

My choice of red wine would normally cost me $25 cost me $55 on the boat.

The commentary was dry and tired and started always with “OK folks”. The hostess were very good and happy to accommodate.

Was promised an amazing night and it didn’t deliver, but the beautiful sunset made it a good trip.  Could be much better."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,Beautiful Cruise and Sunset. Lovely friendly approachable Hosts and very informative and interesting.
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Fantastic dinner cruise . The food was lovely, the drinks were reasonably priced and the staff were friendly and informative."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,recommend to anyone
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,Always a great cruise I've done it about 4 times now
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Great experience  , excellent food and drinks , with an even better crew ... highly recommended"
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Fabulous evening on the water. Commentary was interesting, food delicious, sunset superb"
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,4,Great little escape
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,3,
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Wonderful experience. Truly friendly and knowledgeable staff. The buffet and over all food and drinks service was excellent. The views on the water, the time you spend on the water, and of course the sun set, definitely a much tour to do. Thank you for your hospitality."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Beautiful views, definitely worth it. Great service."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"We loved this cruise, soo relaxing"
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Great crew, great cruise,  perfect sunset,  small groups with room to move,  loved the sailing too,"
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Fantastic cruise run by a wonderful couple, Darren and Michelle. Would recommend this as a must do for anyone visiting Darwin. Food was great and plentiful. The local knowledge shared by Darren was very informative and at times very humorous. Cheers Pat and Christine."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Informative commentary from our host,  great service from the crew members and lovely buffet dinner. Beautiful view of the sunset. Thank you Spirit of Darwin!"
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,1,"Very disappointing! Canapes for a Party of 12 people were 3 very small plates consisting of a handful of bite sized snacks on each. Staff could barely give you the time of day. At $80 per person, I would have expected a little more. Sorry, but won't be sunsetting with them again."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,Loved it very informal as well. The food was great for what we paid
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,3,"Sunset was a tiny part of the cruise. Over an hour wasted away from it looking at landmarks in the dark, unwanted commentary, overrated. Food was good. Watch the sunset elsewhere."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,3,"The views and the sunset where beautiful,  the staff were lovely but the food was terrible. Soggy over cooked brocolli  and cauliflower, prawns did not seem fresh, rice salad was average, the seafood sauce just tasted like cheap mayonnaise and the chicken was dry and had little taste. For $130 per head it was very disappointing."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,Grat nite out
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Such an amazing cruise. As a local who has spent many a sunsets on the harbour the crew of spirit of Darwin made it extra special. Wasa fantastic way to spend one of mine and my partners final nights in the NT. Couldn't recommend these guys enough. If you are thinking of booking a cruise or not sure what to do in Darwin definitely book yourself and family on. And the food just topped it all off, fantastic fresh feed and definately more then enough food served"
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,4,Completed the cruise and had dinner in late June 2023. Food was above average although limited with amount of meat. The commentary about the history of Darwin by the Skipper added a lot to the experience.
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,2,"Cruising into the sunset was awesome and food was great. However, the captain and his assistant Michelle were rude and unprofessional in their interaction with our group. I would not recommend this cruise company based on my experience."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,1,"Found the captain and beverage manager, Michelle, to be abrupt, verging on rude. Food was great. The Captain's talk was dampening any attempt at conversation as 'white noise' and his dialogue could not be understood. I understand why this cruise was the only cruise with seats available at the last minute.Would not recommend this cruise when there are others to choose from"
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"We had a wonderful time, staff where great, very funny commentary. Awesome food and great opportunity for a brilliant sunset."
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5,"Fantastic sunset cruise. Ticks all the boxes. Small capacity on board is perfect for personal service and attention. The crew were awesome and never let our glass run dry. The food was plentiful and well thought out with out plates or cutlery required. The cruise itself is exactly what you’re looking for, cruise into the sunset and cruise back to dock by sail. Thoroughly recommend even for a person who keeps forgetting they are subject to sea sickness!"
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,4,"Very enjoyable, stunning views, good food, and informative commentary"
